country,year,infant_mortality,life_expectancy,fertility,population,gdp,continent,region
Indonesia,1962,141.2,46.65,5.65,92558006,19949028314,Asia,South-Eastern Asia
Iran,1962,176.37,47.22,6.91,23071426,NA,Asia,Southern Asia
Iraq,1962,118.3,49.24,6.51,7674220,NA,Asia,Western Asia
Israel,1962,NA,69.13,3.83,2264304,15083361632,Asia,Western Asia
Japan,1962,25.5,68.71,1.97,94263646,877564607312,Asia,Eastern Asia
Jordan,1962,96.6,54.94,7.9,962783,NA,Asia,Western Asia
Kazakhstan,1962,NA,59.85,4.44,10819503,NA,Asia,Central Asia
South Korea,1962,72.4,54.51,5.79,26495107,31102566019,Asia,Eastern Asia
Kuwait,1962,89,63.77,7.31,335161,NA,Asia,Western Asia
Kyrgyz Republic,1962,NA,56.99,5.31,2323642,NA,Asia,Central Asia
Lao,1962,NA,42.64,5.97,2219964,NA,Asia,South-Eastern Asia
Lebanon,1962,54.7,63.47,5.69,1925276,NA,Asia,Western Asia
"Macao, China",1962,NA,65.9,4.53,181025,NA,Asia,Eastern Asia
Malaysia,1962,61.1,61.07,6.05,8710678,7592994493,Asia,South-Eastern Asia
Maldives,1962,NA,39.64,7.12,94909,NA,Asia,Southern Asia
Mongolia,1962,NA,51.08,7.35,1011328,NA,Asia,Eastern Asia
Nepal,1962,213.3,40.74,6,10377061,1406937995,Asia,Southern Asia
Oman,1962,226,46.47,7.25,578825,654987545.7,Asia,Western Asia
Pakistan,1962,178,48.63,6.6,47122931,9532862993,Asia,Southern Asia
Philippines,1962,64.2,59.53,7.02,28081234,19908256877,Asia,South-Eastern Asia
Qatar,1962,NA,62.31,6.98,56187,NA,Asia,Western Asia
Saudi Arabia,1962,NA,48.84,7.24,4362863,NA,Asia,Western Asia
Singapore,1962,30.8,65.72,5.27,1742472,4216235949,Asia,South-Eastern Asia
Sri Lanka,1962,67.1,60.61,5.3,10366190,2930856681,Asia,Southern Asia
Syria,1962,110.6,53.98,7.52,4897428,3041036058,Asia,Western Asia
Tajikistan,1962,NA,58.03,6.31,2223956,NA,Asia,Central Asia
Thailand,1962,95.8,56.51,6.16,29081037,9932315403,Asia,South-Eastern Asia
Timor-Leste,1962,NA,39.15,6.38,517446,NA,Asia,South-Eastern Asia
Turkey,1962,157.1,48.52,6.18,28909985,47592935468,Asia,Western Asia
Turkmenistan,1962,NA,55.82,6.63,1708711,NA,Asia,Central Asia
United Arab Emirates,1962,124,53.91,6.89,112240,NA,Asia,Western Asia
Uzbekistan,1962,NA,60.25,6.78,9319510,NA,Asia,Central Asia
West Bank and Gaza,1962,NA,52.08,7.91,1128809,NA,Asia,Western Asia
Vietnam,1962,69.9,59.82,6.43,34684164,NA,Asia,South-Eastern Asia
Yemen,1962,263.7,34.52,7.33,5339285,NA,Asia,Western Asia
Armenia,1963,NA,68.3,4.32,2070427,NA,Asia,Western Asia
Azerbaijan,1963,NA,62.62,5.55,4307315,NA,Asia,Western Asia
Bahrain,1963,105.1,55.64,7.19,178048,NA,Asia,Western Asia
Bangladesh,1963,163.7,47.81,6.83,52532595,14213971626,Asia,Southern Asia
Bhutan,1963,NA,37.57,6.67,240364,NA,Asia,Southern Asia
Brunei,1963,NA,64.21,6.36,93650,NA,Asia,South-Eastern Asia
Cambodia,1963,NA,42.95,6.94,6181137,NA,Asia,South-Eastern Asia
China,1963,NA,50.64,7.41,677332765,53131628623,Asia,Eastern Asia
Cyprus,1963,NA,70.71,3.35,577912,NA,Asia,Western Asia
Georgia,1963,NA,64.71,2.92,4357379,NA,Asia,Western Asia
"Hong Kong, China",1963,NA,69.05,5.05,3554025,13425142977,Asia,Eastern Asia
India,1963,157.6,43.46,5.83,477729958,91710088309,Asia,Southern Asia
Indonesia,1963,137.7,47.45,5.63,95055669,19499569412,Asia,South-Eastern Asia
Iran,1963,169.26,47.83,6.9,23680433,NA,Asia,Southern Asia
Iraq,1963,112.5,50.36,6.69,7888914,NA,Asia,Western Asia
Israel,1963,NA,69.41,3.82,2355929,16696634703,Asia,Western Asia
Japan,1963,23.2,69.79,1.97,95227653,951926293813,Asia,Eastern Asia
Jordan,1963,91.6,55.75,7.98,1000506,NA,Asia,Western Asia
Kazakhstan,1963,NA,60.31,4.33,11211938,NA,Asia,Central Asia
South Korea,1963,68.8,55.27,5.57,27143075,34067175844,Asia,Eastern Asia
Kuwait,1963,83.3,64.53,7.35,381665,NA,Asia,Western Asia
Kyrgyz Republic,1963,NA,57.44,5.34,2406263,NA,Asia,Central Asia
Lao,1963,NA,42.89,5.97,2272078,NA,Asia,South-Eastern Asia
Lebanon,1963,53.4,63.74,5.65,1984982,NA,Asia,Western Asia
"Macao, China",1963,NA,66.36,4.24,188703,NA,Asia,Eastern Asia
Malaysia,1963,58.3,61.63,5.94,8999247,8150229423,Asia,South-Eastern Asia
Maldives,1963,217.1,40.54,7.15,97556,NA,Asia,Southern Asia
Mongolia,1963,NA,51.94,7.48,1042383,NA,Asia,Eastern Asia
Nepal,1963,209.4,41.21,6,10544586,1433601041,Asia,Southern Asia
Oman,1963,218.7,47.37,7.26,593504,684666626.6,Asia,Western Asia
Pakistan,1963,171.7,49.47,6.6,48312888,10361157397,Asia,Southern Asia
Philippines,1963,62.7,59.87,6.95,29016770,21313876851,Asia,South-Eastern Asia
Qatar,1963,NA,63.06,6.98,61647,NA,Asia,Western Asia
Saudi Arabia,1963,NA,49.48,7.25,4516663,NA,Asia,Western Asia
Singapore,1963,29.3,65.97,4.97,1790682,4591736530,Asia,South-Eastern Asia
Sri Lanka,1963,64.6,61.06,5.18,10608672,3004618975,Asia,Southern Asia
Syria,1963,105.6,54.56,7.54,5057825,2777902913,Asia,Western Asia
Tajikistan,1963,NA,58.51,6.37,2312193,NA,Asia,Central Asia
Thailand,1963,92.7,56.98,6.16,29967043,10726883846,Asia,South-Eastern Asia
Timor-Leste,1963,NA,39.85,6.37,526936,NA,Asia,South-Eastern Asia
Turkey,1963,152.6,49.35,6.1,29597047,51907856546,Asia,Western Asia
Turkmenistan,1963,NA,56.27,6.67,1769008,NA,Asia,Central Asia
United Arab Emirates,1963,117.4,54.91,6.88,125216,NA,Asia,Western Asia
Uzbekistan,1963,NA,60.7,6.79,9611601,NA,Asia,Central Asia
West Bank and Gaza,1963,NA,52.75,7.99,1159693,NA,Asia,Western Asia
Vietnam,1963,67.3,60.42,6.45,35722092,NA,Asia,South-Eastern Asia
Yemen,1963,276.9,35.45,7.35,5429501,NA,Asia,Western Asia
Armenia,1964,NA,68.78,4.16,2138133,NA,Asia,Western Asia
Azerbaijan,1964,NA,63.06,5.47,4445653,NA,Asia,Western Asia
Bahrain,1964,96.6,56.9,7.19,182774,NA,Asia,Western Asia
Bangladesh,1964,160.3,48.29,6.85,54129390,15770797883,Asia,Southern Asia
Bhutan,1964,NA,38.12,6.67,246324,NA,Asia,Southern Asia
Brunei,1964,NA,64.72,6.23,97933,NA,Asia,South-Eastern Asia
Cambodia,1964,NA,43.2,6.91,6329411,NA,Asia,South-Eastern Asia
China,1964,NA,52,6.12,690932043,61546062211,Asia,Eastern Asia
Cyprus,1964,NA,71.02,3.25,578629,NA,Asia,Western Asia
Georgia,1964,NA,65.11,2.86,4419583,NA,Asia,Western Asia
"Hong Kong, China",1964,NA,69.52,4.83,3695136,14982653355,Asia,Eastern Asia
India,1964,155.3,44.23,5.81,487690114,98545195448,Asia,Southern Asia
Indonesia,1964,134.1,48.24,5.62,97638027,20172590380,Asia,South-Eastern Asia
Iran,1964,162.5,48.43,6.87,24308080,NA,Asia,Southern Asia
Iraq,1964,107.1,51.46,6.87,8122200,NA,Asia,Western Asia
Israel,1964,NA,69.68,3.82,2443297,18021878652,Asia,Western Asia
Japan,1964,21,70.26,1.97,96253064,1063079949387,Asia,Eastern Asia
Jordan,1964,87.1,56.55,8.03,1050725,NA,Asia,Western Asia
Kazakhstan,1964,NA,60.79,4.2,11577537,NA,Asia,Central Asia
South Korea,1964,65.3,56.04,5.36,27770874,36643076469,Asia,Eastern Asia
Kuwait,1964,77.8,65.24,7.38,431366,NA,Asia,Western Asia
Kyrgyz Republic,1964,NA,57.9,5.32,2490244,NA,Asia,Central Asia
Lao,1964,NA,43.13,5.97,2325742,NA,Asia,South-Eastern Asia
Lebanon,1964,52.3,64,5.58,2041212,NA,Asia,Western Asia
"Macao, China",1964,NA,66.81,3.93,197523,NA,Asia,Eastern Asia
Malaysia,1964,55.8,62.17,5.81,9287442,8586997221,Asia,South-Eastern Asia
Maldives,1964,211.1,41.48,7.18,100177,NA,Asia,Southern Asia
Mongolia,1964,NA,52.74,7.56,1074517,NA,Asia,Eastern Asia
Nepal,1964,205.2,41.67,6,10719988,1541586302,Asia,Southern Asia
Oman,1964,207.9,48.26,7.26,608889,685178342.7,Asia,Western Asia
Pakistan,1964,165.8,50.27,6.6,49555472,11145471881,Asia,Southern Asia
Philippines,1964,61.4,60.21,6.87,29962877,22048562380,Asia,South-Eastern Asia
Qatar,1964,NA,63.79,6.99,67487,NA,Asia,Western Asia
Saudi Arabia,1964,NA,50.15,7.26,4677409,NA,Asia,Western Asia
Singapore,1964,28.3,66.16,4.66,1836087,4617455666,Asia,South-Eastern Asia
Sri Lanka,1964,62.4,61.55,5.07,10858780,3121994086,Asia,Southern Asia
Syria,1964,100.8,55.15,7.56,5224579,3035452396,Asia,Western Asia
Tajikistan,1964,NA,58.98,6.43,2401598,NA,Asia,Central Asia
Thailand,1964,89.7,57.4,6.15,30881332,11459639926,Asia,South-Eastern Asia
Timor-Leste,1964,NA,40.55,6.35,536798,NA,Asia,South-Eastern Asia
Turkey,1964,148.2,50.15,6.03,30292969,54741536059,Asia,Western Asia
Turkmenistan,1964,NA,56.72,6.66,1829697,NA,Asia,Central Asia
United Arab Emirates,1964,111,55.9,6.86,138220,NA,Asia,Western Asia
Uzbekistan,1964,NA,61.15,6.78,9917202,NA,Asia,Central Asia
West Bank and Gaza,1964,NA,53.47,8.04,1182168,NA,Asia,Western Asia
Vietnam,1964,61.7,60.95,6.46,36780984,NA,Asia,South-Eastern Asia
Yemen,1964,270.7,36.37,7.39,5522690,NA,Asia,Western Asia
Armenia,1965,NA,69.26,3.98,2204650,NA,Asia,Western Asia
Azerbaijan,1965,NA,63.49,5.35,4579759,NA,Asia,Western Asia
Bahrain,1965,88.6,58.1,7.17,187348,NA,Asia,Western Asia
Bangladesh,1965,157.4,48.6,6.88,55835020,16024117621,Asia,Southern Asia
Bhutan,1965,NA,38.68,6.67,252629,NA,Asia,Southern Asia
Brunei,1965,NA,65.21,6.07,102525,NA,Asia,South-Eastern Asia
Cambodia,1965,NA,43.45,6.87,6467196,NA,Asia,South-Eastern Asia
China,1965,81,54.28,6.02,706590947,71616855292,Asia,Eastern Asia
Cyprus,1965,NA,71.33,3.13,580971,NA,Asia,Western Asia
Georgia,1965,NA,65.52,2.8,4477328,3371856942,Asia,Western Asia
"Hong Kong, China",1965,NA,69.96,4.55,3801814,17469241673,Asia,Eastern Asia
India,1965,153.2,44.98,5.78,497920270,95947770642,Asia,Southern Asia
Indonesia,1965,130.6,43.77,5.61,100308896,20363640993,Asia,South-Eastern Asia
Iran,1965,155.99,49.04,6.83,24955116,24187876610,Asia,Southern Asia
Iraq,1965,102.1,52.52,7.04,8375791,NA,Asia,Western Asia
Israel,1965,NA,69.93,3.81,2522530,19660782112,Asia,Western Asia
Japan,1965,19.1,70.31,1.98,97341852,1124948096897,Asia,Eastern Asia
Jordan,1965,82.8,57.35,8.06,1119798,NA,Asia,Western Asia
Kazakhstan,1965,NA,61.24,4.06,11909001,NA,Asia,Central Asia
South Korea,1965,61.6,56.84,5.16,28392722,38544903391,Asia,Eastern Asia
Kuwait,1965,72.6,65.92,7.41,482173,NA,Asia,Western Asia
Kyrgyz Republic,1965,NA,58.34,5.27,2573494,NA,Asia,Central Asia
Lao,1965,NA,43.39,5.97,2381063,NA,Asia,South-Eastern Asia
Lebanon,1965,51.4,64.25,5.5,2092354,NA,Asia,Western Asia
"Macao, China",1965,NA,67.24,3.59,206910,NA,Asia,Eastern Asia
Malaysia,1965,53.4,62.71,5.66,9569784,9246896226,Asia,South-Eastern Asia
Maldives,1965,205.3,42.47,7.2,102723,NA,Asia,Southern Asia
Mongolia,1965,NA,53.48,7.59,1107125,NA,Asia,Eastern Asia
Nepal,1965,200.7,42.14,6,10905006,1523038106,Asia,Southern Asia
Oman,1965,197.6,49.13,7.27,625007,688248615.9,Asia,Western Asia
Pakistan,1965,160.5,51.01,6.6,50848775,12306759369,Asia,Southern Asia
Philippines,1965,60.2,60.56,6.78,30913931,23209597885,Asia,South-Eastern Asia
Qatar,1965,NA,64.53,6.99,73543,NA,Asia,Western Asia
Saudi Arabia,1965,NA,50.88,7.26,4843635,NA,Asia,Western Asia
Singapore,1965,27.3,66.31,4.36,1879571,5250605184,Asia,South-Eastern Asia
Sri Lanka,1965,60.4,62.07,4.96,11117685,3201197958,Asia,Southern Asia
Syria,1965,96.2,55.77,7.56,5398333,3105248796,Asia,Western Asia
Tajikistan,1965,NA,59.45,6.51,2489648,NA,Asia,Central Asia
Thailand,1965,86.8,57.8,6.13,31822798,12397227908,Asia,South-Eastern Asia
Timor-Leste,1965,NA,41.29,6.31,547035,NA,Asia,South-Eastern Asia
Turkey,1965,144.1,50.96,5.95,31000167,56287179430,Asia,Western Asia
Turkmenistan,1965,NA,57.17,6.62,1890000,NA,Asia,Central Asia
United Arab Emirates,1965,104.4,56.87,6.84,150318,NA,Asia,Western Asia
Uzbekistan,1965,NA,61.59,6.75,10233502,NA,Asia,Central Asia
West Bank and Gaza,1965,NA,54.2,8.06,1191509,NA,Asia,Western Asia
Vietnam,1965,60.7,61.32,6.48,37860014,NA,Asia,South-Eastern Asia
Yemen,1965,263.6,37.27,7.42,5619170,NA,Asia,Western Asia
Armenia,1966,NA,69.74,3.79,2269475,NA,Asia,Western Asia
Azerbaijan,1966,NA,63.91,5.21,4708485,NA,Asia,Western Asia
Bahrain,1966,81.3,59.23,7.1,191782,NA,Asia,Western Asia
Bangladesh,1966,155,48.63,6.9,57675529,16435426595,Asia,Southern Asia
Bhutan,1966,NA,39.28,6.67,259270,NA,Asia,Southern Asia
Brunei,1966,NA,65.67,5.92,107450,NA,Asia,South-Eastern Asia
Cambodia,1966,NA,43.73,6.82,6588993,NA,Asia,South-Eastern Asia
China,1966,NA,55.37,6.21,724490033,79279858808,Asia,Eastern Asia
Cyprus,1966,NA,71.62,3.01,585311,NA,Asia,Western Asia
Georgia,1966,NA,65.9,2.74,4529961,3625947639,Asia,Western Asia
"Hong Kong, China",1966,NA,70.37,4.25,3868497,18666560243,Asia,Eastern Asia
India,1966,151,45.73,5.75,508402908,95894683921,Asia,Southern Asia
Indonesia,1966,127,44.18,5.6,103067352,20944091970,Asia,South-Eastern Asia
Iran,1966,149.86,49.66,6.77,25624650,26709951060,Asia,Southern Asia
Iraq,1966,97.4,53.51,7.19,8651167,NA,Asia,Western Asia
Israel,1966,NA,70.17,3.8,2591594,19645123302,Asia,Western Asia
Japan,1966,17.5,71.12,2,98494630,1244626392694,Asia,Eastern Asia
Jordan,1966,78.9,58.13,8.05,1210948,NA,Asia,Western Asia
Kazakhstan,1966,NA,61.69,3.92,12200891,NA,Asia,Central Asia
South Korea,1966,57.8,57.67,4.99,29006181,43440106074,Asia,Eastern Asia
Kuwait,1966,68,66.58,7.42,533521,NA,Asia,Western Asia
Kyrgyz Republic,1966,NA,58.76,5.19,2655349,NA,Asia,Central Asia
Lao,1966,NA,43.64,5.97,2437527,NA,Asia,South-Eastern Asia
Lebanon,1966,50.5,64.5,5.4,2136640,NA,Asia,Western Asia
"Macao, China",1966,NA,67.66,3.26,216873,NA,Asia,Eastern Asia
Malaysia,1966,51.2,63.21,5.49,9844116,9969699383,Asia,South-Eastern Asia
Maldives,1966,199.2,43.48,7.22,105145,NA,Asia,Southern Asia
Mongolia,1966,NA,54.16,7.6,1139960,NA,Asia,Eastern Asia
Nepal,1966,195.9,42.6,6,11100672,1630269783,Asia,Southern Asia
Oman,1966,187.8,49.97,7.28,642005,724068246.5,Asia,Western Asia
Pakistan,1966,155.7,51.7,6.6,52194629,13019314804,Asia,Southern Asia
Philippines,1966,59.1,60.91,6.69,31867565,24236853336,Asia,South-Eastern Asia
Qatar,1966,NA,65.25,6.99,79735,NA,Asia,Western Asia
Saudi Arabia,1966,NA,51.68,7.26,5015672,NA,Asia,Western Asia
Singapore,1966,26.4,66.46,4.07,1921099,5820947343,Asia,South-Eastern Asia
Sri Lanka,1966,58.6,62.62,4.85,11385943,3362019679,Asia,Southern Asia
Syria,1966,91.7,56.42,7.57,5579283,2867415756,Asia,Western Asia
Tajikistan,1966,NA,59.9,6.6,2575335,NA,Asia,Central Asia
Thailand,1966,83.8,58.18,6.08,32789097,13776112396,Asia,South-Eastern Asia
Timor-Leste,1966,NA,42.12,6.27,557252,NA,Asia,South-Eastern Asia
Turkey,1966,140.2,51.74,5.87,31718266,62598556529,Asia,Western Asia
Turkmenistan,1966,NA,57.61,6.55,1949425,NA,Asia,Central Asia
United Arab Emirates,1966,97.5,57.81,6.82,161077,NA,Asia,Western Asia
Uzbekistan,1966,NA,62.02,6.71,10559050,NA,Asia,Central Asia
West Bank and Gaza,1966,NA,54.94,8.05,1184822,NA,Asia,Western Asia
Vietnam,1966,59.9,61.36,6.49,38959335,NA,Asia,South-Eastern Asia
Yemen,1966,256,38.15,7.45,5720538,NA,Asia,Western Asia
Armenia,1967,NA,70.22,3.61,2332624,NA,Asia,Western Asia
Azerbaijan,1967,NA,64.35,5.06,4832098,NA,Asia,Western Asia
Bahrain,1967,74.5,60.29,7,196203,NA,Asia,Western Asia
Bangladesh,1967,153,48.37,6.92,59625294,16127120357,Asia,Southern Asia
Bhutan,1967,NA,39.94,6.67,266293,NA,Asia,Southern Asia
Brunei,1967,NA,66.12,5.8,112680,NA,Asia,South-Eastern Asia
Cambodia,1967,NA,44,6.75,6695460,NA,Asia,South-Eastern Asia
China,1967,NA,56.9,5.25,744365635,74760906856,Asia,Eastern Asia
Cyprus,1967,NA,71.92,2.89,591304,NA,Asia,Western Asia
Georgia,1967,NA,66.26,2.68,4577953,3852569346,Asia,Western Asia
"Hong Kong, China",1967,NA,70.77,3.96,3901653,19031588145,Asia,Eastern Asia
India,1967,148.9,46.49,5.7,519162069,103399366432,Asia,Southern Asia
Indonesia,1967,123.4,50.54,5.58,105907403,21179712360,Asia,South-Eastern Asia
Iran,1967,191.3,50.3,6.7,26318116,29548432307,Asia,Southern Asia
Iraq,1967,93,54.42,7.3,8947399,NA,Asia,Western Asia
Israel,1967,NA,70.39,3.8,2652697,20233498694,Asia,Western Asia
Japan,1967,16.3,71.41,2.02,99711082,1382557660944,Asia,Eastern Asia
Jordan,1967,75.2,58.9,8.03,1320414,NA,Asia,Western Asia
Kazakhstan,1967,NA,62.12,3.79,12455366,NA,Asia,Central Asia
South Korea,1967,54,58.54,4.85,29606633,46089969105,Asia,Eastern Asia
Kuwait,1967,63.7,67.2,7.41,585831,NA,Asia,Western Asia
Kyrgyz Republic,1967,NA,59.19,5.11,2735838,NA,Asia,Central Asia
Lao,1967,NA,43.89,5.97,2495093,NA,Asia,South-Eastern Asia
Lebanon,1967,49.8,64.76,5.3,2174850,NA,Asia,Western Asia
"Macao, China",1967,NA,68.06,2.94,227258,NA,Asia,Eastern Asia
Malaysia,1967,49.1,63.7,5.33,10111920,10354245291,Asia,South-Eastern Asia
Maldives,1967,193.1,44.49,7.23,107488,NA,Asia,Southern Asia
